,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
1204,Master,In Relationship,66636.0,64,291,10,689.0,84,10,0,1,3.0,4.0,9,1,0,0,0,0,0,0,0,57.0,1000,17.0,0,2,0,413
1205,Master,In Relationship,50965.0,87,544,13,85.0,8,6,29,3,10.0,4.0,5,8,1,0,0,0,0,0,0,58.0,677,22.0,1,3,1,568
1206,PhD,In Relationship,84618.0,96,684,100,801.0,21,66,0,1,6.0,9.0,10,2,0,0,1,0,0,0,0,49.0,1651,26.0,0,2,1,284
1207,Graduation,In Relationship,18351.0,1,1,12,9.0,0,14,7,1,2.0,0.0,3,7,0,0,0,0,0,0,0,24.0,43,6.0,0,2,0,403
1208,PhD,In Relationship,40451.0,54,35,0,4.0,0,0,10,1,1.0,1.0,2,5,1,0,0,0,0,0,0,57.0,49,5.0,2,4,1,240
1209,Graduation,In Relationship,36317.0,53,87,3,25.0,3,2,13,2,3.0,0.0,4,7,0,0,0,0,0,0,0,49.0,130,9.0,1,3,0,511
1210,Graduation,In Relationship,42213.0,96,309,3,24.0,4,3,20,2,5.0,1.0,7,7,0,1,0,0,0,0,0,57.0,359,15.0,1,3,1,266
1211,Graduation,In Relationship,65748.0,58,172,73,93.0,95,78,34,2,2.0,4.0,10,1,0,0,0,0,0,1,0,59.0,450,18.0,1,3,0,543
1212,Graduation,In Relationship,77044.0,12,625,38,242.0,50,34,76,2,7.0,11.0,11,4,1,0,0,0,0,0,0,42.0,1015,31.0,1,3,1,394
1213,Graduation,In Relationship,74918.0,78,972,59,913.0,25,19,59,1,5.0,9.0,6,3,0,0,1,0,0,0,0,45.0,2022,21.0,0,2,1,291
1214,Graduation,In Relationship,56721.0,64,157,6,39.0,6,13,75,5,4.0,1.0,5,6,0,0,0,0,0,0,0,42.0,290,15.0,2,4,0,703
1215,Graduation,Single,42160.0,26,48,9,45.0,3,15,20,4,2.0,1.0,4,6,0,0,0,0,0,0,1,39.0,137,11.0,2,3,1,501
1216,Graduation,Single,61559.0,8,279,83,88.0,32,14,34,1,4.0,2.0,10,3,0,0,0,0,0,0,0,49.0,498,17.0,1,2,0,500
1217,PhD,In Relationship,33629.0,49,132,0,16.0,0,0,4,5,3.0,1.0,4,9,0,0,0,0,0,0,0,51.0,152,13.0,2,4,0,802
1218,PhD,In Relationship,68682.0,56,919,0,505.0,99,30,45,1,4.0,9.0,10,2,0,0,0,0,0,0,0,23.0,1499,24.0,0,2,0,489
1219,Graduation,Single,34377.0,55,62,0,22.0,3,1,26,2,2.0,2.0,2,7,0,0,0,0,0,0,0,51.0,111,8.0,1,2,0,632
1220,Basic,Single,8940.0,25,1,45,3.0,4,6,42,3,3.0,1.0,3,8,0,0,0,0,0,0,0,28.0,97,10.0,1,2,0,812
1221,Graduation,In Relationship,26228.0,50,2,6,4.0,3,1,9,1,1.0,0.0,2,8,0,0,0,0,0,0,0,41.0,22,4.0,1,3,0,391
1222,2n Cycle,Single,77297.0,84,408,61,109.0,48,122,41,1,5.0,7.0,9,4,0,0,0,1,0,0,0,57.0,741,22.0,0,1,1,596
1223,Graduation,In Relationship,40211.0,30,51,1,7.0,2,1,25,2,2.0,1.0,2,8,1,0,0,0,0,0,0,33.0,85,7.0,2,4,1,465
1224,PhD,Single,33438.0,81,62,1,16.0,3,2,6,4,2.0,1.0,4,5,0,0,0,0,0,0,0,56.0,87,11.0,2,3,0,360
1225,PhD,In Relationship,75032.0,74,952,12,180.0,47,12,12,2,5.0,4.0,9,3,0,0,0,0,0,0,0,55.0,1168,20.0,1,3,0,514
1226,PhD,Single,61284.0,76,618,15,106.0,20,7,45,1,11.0,2.0,8,6,0,1,0,0,0,0,0,59.0,791,22.0,0,1,1,286
1227,Graduation,In Relationship,22518.0,36,11,7,12.0,2,2,27,2,2.0,1.0,2,5,1,0,0,0,0,0,1,28.0,59,7.0,1,3,2,740
1228,Master,In Relationship,54730.0,64,318,3,17.0,4,7,56,5,4.0,1.0,8,4,0,0,0,0,0,0,0,39.0,401,18.0,1,3,0,415
1229,Master,In Relationship,38452.0,62,56,0,14.0,0,0,2,3,3.0,0.0,3,7,0,0,0,0,0,0,0,59.0,72,9.0,2,4,0,190
1230,Graduation,Single,44421.0,53,110,5,59.0,7,1,7,5,5.0,0.0,4,8,0,0,0,0,0,0,0,43.0,182,14.0,2,3,0,607
1231,PhD,In Relationship,38197.0,86,23,0,11.0,2,1,3,1,1.0,0.0,3,5,0,0,0,0,0,0,0,28.0,38,5.0,1,3,0,440
1232,Graduation,Single,41986.0,15,27,5,8.0,8,3,12,3,3.0,0.0,4,4,0,0,0,0,0,0,0,36.0,55,10.0,1,2,0,81
1233,Graduation,In Relationship,28427.0,67,18,3,19.0,3,3,6,2,2.0,0.0,3,8,0,0,0,0,0,0,0,31.0,49,7.0,1,3,0,559
1234,PhD,In Relationship,37395.0,47,18,0,9.0,0,1,11,1,1.0,0.0,3,6,0,0,0,0,0,0,0,38.0,39,5.0,1,3,0,258
1235,Graduation,In Relationship,64722.0,47,303,0,280.0,60,147,15,4,8.0,2.0,11,6,0,0,0,0,0,0,0,43.0,745,25.0,1,3,0,148
1236,Master,In Relationship,55249.0,81,97,1,19.0,2,0,11,1,2.0,1.0,4,3,0,0,0,0,0,0,0,58.0,128,8.0,1,3,0,153
1237,Graduation,In Relationship,84906.0,98,997,15,414.0,99,30,76,1,5.0,6.0,12,2,0,1,1,0,1,0,0,42.0,1532,24.0,0,2,3,508
1238,Graduation,In Relationship,28691.0,56,5,4,13.0,8,0,4,1,1.0,0.0,3,8,0,0,0,0,0,0,0,25.0,26,5.0,1,3,0,553
1239,Graduation,Single,44213.0,48,95,11,35.0,0,4,7,4,2.0,1.0,5,6,0,0,0,0,0,0,0,62.0,152,12.0,2,3,0,325
1240,Basic,Single,25707.0,18,1,6,2.0,3,6,3,1,1.0,0.0,3,7,0,0,0,0,0,0,0,30.0,18,5.0,1,2,0,305
1241,PhD,In Relationship,59062.0,74,46,1,12.0,3,0,9,2,2.0,0.0,3,4,0,0,0,0,0,0,0,47.0,68,7.0,3,5,0,563
1242,Graduation,Single,76624.0,68,411,106,147.0,54,115,66,1,5.0,10.0,7,1,1,0,0,0,0,0,0,52.0,845,23.0,1,2,1,129
1243,Master,In Relationship,66000.0,36,244,51,270.0,101,0,45,1,1.0,3.0,5,1,0,0,0,0,0,0,0,67.0,610,10.0,0,2,0,195
1244,PhD,In Relationship,27683.0,90,152,9,121.0,12,12,45,4,6.0,2.0,4,8,0,0,0,0,0,0,0,36.0,339,16.0,1,3,0,883
1245,Graduation,Single,1730.0,65,1,1,3.0,1,1,1,15,0.0,0.0,0,20,0,0,0,0,0,0,0,43.0,7,15.0,0,1,0,138
1246,Basic,Single,7500.0,63,10,17,18.0,8,26,40,4,3.0,2.0,2,9,0,0,0,0,0,0,0,22.0,111,11.0,1,2,0,937
1247,Graduation,In Relationship,40521.0,82,12,0,5.0,0,0,4,1,0.0,1.0,2,5,0,0,0,0,0,0,0,46.0,21,4.0,2,4,0,500
1248,PhD,In Relationship,20427.0,63,5,0,4.0,0,0,1,1,1.0,0.0,2,8,0,0,0,0,0,0,0,41.0,10,4.0,1,3,0,195
1249,Graduation,In Relationship,65106.0,55,790,19,133.0,12,0,19,3,8.0,3.0,13,6,0,1,0,0,0,0,0,39.0,961,27.0,1,3,1,142
1250,PhD,In Relationship,69969.0,64,882,29,514.0,38,29,44,1,4.0,2.0,6,3,0,0,1,1,0,0,1,49.0,1498,13.0,0,2,3,403
1251,Graduation,In Relationship,67433.0,51,615,28,259.0,12,48,30,4,6.0,5.0,13,4,0,1,0,0,0,0,0,62.0,980,28.0,2,4,1,458
1252,PhD,In Relationship,77766.0,97,1004,59,265.0,115,59,27,2,11.0,10.0,11,6,1,0,0,0,0,0,1,47.0,1414,34.0,1,3,2,556
1253,Graduation,In Relationship,74716.0,92,133,27,421.0,13,195,71,2,7.0,3.0,5,4,0,0,0,0,0,0,0,42.0,847,17.0,1,3,0,271
1254,Graduation,Single,68118.0,51,595,23,123.0,10,23,154,2,8.0,9.0,4,6,0,0,0,0,0,0,0,51.0,918,23.0,1,2,0,364
1255,PhD,In Relationship,55158.0,72,293,0,87.0,4,11,23,4,7.0,2.0,5,7,0,0,0,0,0,0,1,44.0,414,18.0,2,4,1,788
1256,2n Cycle,In Relationship,62972.0,39,313,15,47.0,20,0,192,2,7.0,4.0,3,6,0,0,0,0,0,0,1,59.0,567,16.0,1,3,1,965
1257,Graduation,In Relationship,74190.0,49,151,81,86.0,168,91,64,2,4.0,2.0,11,2,0,0,0,0,0,0,0,39.0,473,19.0,1,3,0,-47
1258,Graduation,In Relationship,39356.0,21,15,0,2.0,0,0,6,1,1.0,0.0,2,6,1,0,0,0,0,0,0,38.0,23,4.0,2,4,1,242
1259,Graduation,In Relationship,76653.0,91,736,63,946.0,219,189,126,1,4.0,7.0,11,2,0,0,1,1,0,0,0,45.0,2060,23.0,0,2,2,387
1260,PhD,Single,35860.0,37,15,0,8.0,4,2,20,2,1.0,1.0,2,5,1,0,0,0,0,0,0,41.0,45,6.0,2,3,1,165
1261,PhD,Single,90687.0,98,982,17,672.0,23,34,51,1,6.0,2.0,8,2,0,0,1,0,0,0,1,31.0,1756,17.0,0,1,2,466
1262,Master,In Relationship,73450.0,85,1142,51,415.0,90,69,37,1,7.0,8.0,11,3,1,0,0,1,0,0,0,32.0,1714,27.0,0,2,2,489
1263,Graduation,In Relationship,31454.0,40,28,0,11.0,0,0,9,3,2.0,0.0,3,8,0,0,0,0,0,0,0,54.0,48,8.0,2,4,0,508
1264,Graduation,Single,47139.0,2,46,0,12.0,0,2,23,2,2.0,1.0,2,7,0,0,0,0,0,0,1,62.0,83,7.0,2,3,1,185
1265,Graduation,Single,83829.0,78,897,161,430.0,186,161,27,0,4.0,7.0,6,1,1,0,1,1,0,0,1,39.0,1676,17.0,0,1,4,406
1266,PhD,In Relationship,53378.0,41,489,6,152.0,8,6,132,10,9.0,4.0,6,8,0,0,0,0,0,0,1,51.0,785,29.0,2,4,1,763
1267,Graduation,In Relationship,19656.0,94,25,4,9.0,6,8,32,3,2.0,1.0,3,7,0,0,0,0,0,0,0,44.0,78,9.0,1,3,0,398
1268,PhD,In Relationship,45579.0,10,145,1,33.0,2,1,1,1,4.0,1.0,4,6,0,0,0,0,0,0,0,66.0,181,10.0,1,3,0,464
1269,2n Cycle,Single,85485.0,73,630,26,611.0,44,18,54,1,6.0,6.0,6,2,0,0,0,0,0,0,0,56.0,1339,19.0,0,1,0,96
1270,Graduation,In Relationship,55956.0,22,760,38,104.0,50,9,38,2,7.0,3.0,4,4,0,1,0,0,0,0,0,70.0,949,16.0,0,2,1,134
1271,Master,Single,64191.0,30,420,15,186.0,151,38,15,3,5.0,3.0,13,3,0,0,0,0,0,0,0,51.0,674,24.0,1,2,0,654
1272,Graduation,Single,38808.0,21,125,17,52.0,3,19,30,4,5.0,1.0,4,8,1,0,0,0,0,0,1,42.0,243,14.0,1,2,2,812
1273,Master,In Relationship,57183.0,51,464,5,64.0,7,0,70,8,9.0,1.0,7,8,0,0,0,0,0,0,0,48.0,603,25.0,2,4,0,577
1274,Master,Single,23748.0,97,6,6,29.0,12,15,8,3,2.0,1.0,3,8,0,0,0,0,0,0,0,46.0,64,9.0,1,2,0,649
1275,Graduation,In Relationship,66303.0,56,1090,12,96.0,16,12,60,4,3.0,4.0,11,8,0,1,0,0,0,0,0,43.0,1270,22.0,1,3,1,593
1276,Master,In Relationship,37368.0,4,3,2,11.0,2,2,10,1,1.0,0.0,2,6,1,0,0,0,0,0,0,39.0,28,4.0,1,3,1,352
1277,Graduation,In Relationship,40800.0,77,24,0,27.0,8,30,10,2,3.0,0.0,3,7,0,0,0,0,0,1,0,50.0,91,8.0,3,5,0,628
1278,Graduation,Single,71847.0,95,737,21,106.0,55,63,210,0,6.0,7.0,9,3,0,0,0,1,0,0,0,36.0,1137,22.0,0,1,1,712
1279,Graduation,In Relationship,46149.0,36,254,6,71.0,4,0,27,5,5.0,1.0,7,5,0,0,0,0,0,0,0,39.0,358,18.0,1,3,0,337
1280,Graduation,In Relationship,78687.0,13,817,185,687.0,145,55,241,1,4.0,6.0,8,2,0,0,1,0,0,0,1,31.0,1985,19.0,0,2,2,807
1281,2n Cycle,Single,49118.0,90,620,54,239.0,99,98,119,2,9.0,7.0,10,7,0,1,0,0,1,0,1,43.0,1130,28.0,0,1,3,751
1282,PhD,In Relationship,37633.0,49,13,4,20.0,0,0,1,2,1.0,0.0,3,9,0,0,0,0,0,0,0,57.0,38,6.0,2,4,0,759
1283,Master,In Relationship,39767.0,18,113,61,204.0,34,26,47,2,7.0,1.0,7,8,0,0,0,0,0,0,0,63.0,451,17.0,0,2,0,486
1284,Basic,In Relationship,26997.0,89,7,23,78.0,133,49,144,2,4.0,2.0,5,7,0,0,0,0,0,0,0,63.0,301,13.0,0,2,0,851
1285,Graduation,Single,33986.0,43,16,2,18.0,2,1,5,1,1.0,0.0,3,7,0,0,0,0,0,0,0,44.0,42,5.0,1,2,0,590
1286,PhD,In Relationship,57091.0,82,462,0,24.0,6,0,4,2,9.0,2.0,5,7,0,1,0,0,0,0,1,42.0,490,18.0,1,3,2,662
1287,2n Cycle,In Relationship,46831.0,84,22,2,10.0,6,4,34,2,1.0,2.0,2,4,0,0,0,0,0,0,0,45.0,72,7.0,2,4,0,404
1288,Master,In Relationship,83151.0,80,968,147,842.0,137,42,210,1,5.0,7.0,10,2,1,0,1,1,0,0,1,42.0,2209,23.0,0,2,4,351
1289,Graduation,In Relationship,52531.0,68,283,112,151.0,51,72,125,2,7.0,2.0,10,6,0,0,0,0,0,0,0,43.0,743,21.0,0,2,0,639
1290,Graduation,In Relationship,15759.0,12,1,2,5.0,6,0,3,1,1.0,0.0,2,7,0,0,0,0,0,0,0,58.0,11,4.0,0,2,0,565
1291,Graduation,Single,22804.0,75,14,1,7.0,2,1,1,1,2.0,0.0,2,9,0,0,0,0,0,0,0,43.0,24,5.0,1,2,0,419
1292,2n Cycle,In Relationship,43050.0,10,30,5,24.0,6,3,8,2,2.0,0.0,4,5,0,0,0,0,0,0,0,41.0,70,8.0,1,3,0,254
1293,PhD,Single,42997.0,91,4,0,5.0,0,1,5,1,1.0,0.0,2,7,0,0,0,0,0,0,0,37.0,15,4.0,2,3,0,422
1294,PhD,Single,48918.0,21,52,0,9.0,0,0,1,2,1.0,0.0,4,4,0,0,0,0,0,0,0,51.0,62,7.0,2,3,0,-18
1295,Master,In Relationship,60033.0,28,62,1,57.0,19,11,48,2,2.0,1.0,5,2,0,0,0,0,0,0,0,60.0,179,10.0,1,3,0,225
1296,PhD,In Relationship,34043.0,97,20,2,14.0,3,0,10,1,2.0,0.0,2,9,0,0,0,0,0,0,0,36.0,46,5.0,1,3,0,311
1297,Graduation,In Relationship,57811.0,49,545,7,114.0,37,21,78,5,7.0,2.0,11,5,0,1,0,0,0,0,0,48.0,765,25.0,1,3,1,482
1298,Graduation,In Relationship,78569.0,14,558,79,622.0,207,175,95,1,4.0,6.0,4,1,0,0,1,0,0,0,1,68.0,1529,15.0,0,2,2,277
1299,Graduation,Single,7500.0,5,6,5,4.0,13,4,25,4,2.0,1.0,3,6,0,0,0,0,0,0,0,36.0,44,10.0,2,3,0,705
1301,Graduation,In Relationship,94384.0,62,1111,24,790.0,160,45,172,0,5.0,8.0,5,2,0,1,1,1,0,0,1,61.0,2142,18.0,0,2,4,551
1302,2n Cycle,In Relationship,23148.0,83,4,6,8.0,6,3,10,1,2.0,0.0,3,7,0,0,0,0,0,0,0,29.0,31,6.0,0,2,0,209
1303,Graduation,Single,44267.0,48,183,5,65.0,3,5,49,5,5.0,2.0,4,9,0,0,0,0,0,0,0,44.0,307,16.0,2,3,0,602
1304,Graduation,In Relationship,71626.0,94,546,72,376.0,94,145,72,1,5.0,5.0,8,3,0,1,0,0,0,0,0,35.0,1211,19.0,0,2,1,967
1305,Graduation,In Relationship,60894.0,61,606,7,155.0,10,0,54,5,10.0,3.0,8,7,0,0,0,0,0,0,0,48.0,822,26.0,1,3,0,466
1306,Graduation,In Relationship,50200.0,70,266,6,51.0,8,6,64,6,7.0,1.0,5,8,0,0,0,0,0,0,0,38.0,393,19.0,2,4,0,573
1307,PhD,In Relationship,81051.0,43,1142,29,249.0,38,29,14,1,5.0,5.0,12,2,0,1,1,0,0,0,0,49.0,1463,23.0,0,2,2,155
1308,Graduation,In Relationship,65169.0,23,1074,0,69.0,0,0,46,1,10.0,4.0,13,6,1,0,1,1,1,0,1,32.0,1189,28.0,0,2,5,304
1309,Graduation,In Relationship,59868.0,37,771,51,154.0,54,10,154,7,11.0,2.0,12,6,0,0,0,0,0,0,0,42.0,1140,32.0,1,3,0,466
1310,PhD,In Relationship,65695.0,50,371,32,189.0,0,58,6,2,5.0,4.0,10,4,0,0,0,0,0,0,0,54.0,656,21.0,1,3,0,260
1311,Master,Single,64857.0,78,556,14,717.0,210,0,43,1,7.0,5.0,10,4,0,0,0,0,0,0,0,58.0,1330,23.0,0,1,0,666
1312,Master,In Relationship,45143.0,74,202,5,74.0,11,5,14,3,6.0,1.0,5,7,0,0,0,0,0,0,0,49.0,300,15.0,1,3,0,394
1313,2n Cycle,In Relationship,74805.0,14,209,162,209.0,41,162,37,5,4.0,7.0,10,2,0,0,0,0,0,0,0,59.0,779,26.0,1,3,0,530
1314,2n Cycle,In Relationship,59060.0,77,35,40,111.0,36,40,12,3,3.0,1.0,7,4,0,0,0,0,0,0,0,25.0,238,14.0,1,3,0,-41
1315,PhD,Single,27238.0,39,37,0,17.0,0,0,3,3,3.0,0.0,3,9,0,0,0,0,0,0,0,52.0,57,9.0,2,3,0,557
1316,Graduation,In Relationship,47009.0,89,171,45,73.0,59,10,90,4,3.0,2.0,8,4,0,0,0,0,0,0,0,49.0,389,17.0,1,3,0,607
1317,2n Cycle,In Relationship,46094.0,62,12,2,20.0,3,2,5,1,1.0,0.0,3,7,0,0,0,0,0,0,0,41.0,41,5.0,2,4,0,0
1318,Graduation,In Relationship,40321.0,59,44,4,21.0,6,0,27,2,3.0,0.0,3,7,0,0,0,0,0,0,0,42.0,96,8.0,2,4,0,437
1319,Graduation,In Relationship,37235.0,68,20,2,9.0,4,6,20,1,1.0,1.0,2,4,0,0,0,0,0,0,0,30.0,57,5.0,1,3,0,271
1320,Master,In Relationship,81843.0,13,779,86,537.0,34,69,138,1,5.0,9.0,12,3,0,0,0,0,0,0,0,54.0,1609,27.0,0,2,0,581
1321,Master,In Relationship,46692.0,37,170,6,97.0,24,12,88,3,6.0,1.0,5,6,0,0,0,0,0,0,0,56.0,373,15.0,1,3,0,512
1322,Graduation,In Relationship,77382.0,36,491,48,231.0,112,105,134,2,5.0,7.0,12,1,0,0,1,0,0,0,0,46.0,1009,26.0,1,3,1,123
1323,Graduation,Single,37774.0,28,173,8,107.0,7,2,176,4,7.0,2.0,3,9,1,0,0,0,0,1,1,37.0,466,16.0,2,3,2,975
1324,Basic,In Relationship,18393.0,2,7,10,13.0,16,0,4,2,3.0,0.0,3,8,0,0,0,0,0,0,0,40.0,34,8.0,1,3,0,251
1325,Master,In Relationship,72828.0,17,1205,0,235.0,19,14,205,6,6.0,3.0,13,7,0,0,0,0,0,0,0,52.0,1659,28.0,1,3,0,644
1326,Graduation,In Relationship,24711.0,86,10,7,25.0,6,3,7,1,3.0,0.0,3,7,0,0,0,0,0,0,0,32.0,52,7.0,0,2,0,147
1327,PhD,In Relationship,45503.0,54,97,4,44.0,6,1,18,1,3.0,1.0,4,5,0,0,0,0,0,0,0,39.0,164,9.0,1,3,0,384
1328,Master,Single,6560.0,2,67,11,26.0,4,3,262,0,1.0,0.0,1,17,0,0,0,0,0,0,0,32.0,369,2.0,0,1,0,358
1329,PhD,In Relationship,71604.0,3,345,53,528.0,98,75,97,1,8.0,3.0,5,4,1,0,0,0,0,0,1,69.0,1098,17.0,0,2,2,382
1330,Graduation,In Relationship,27244.0,84,6,5,17.0,3,24,46,2,2.0,2.0,2,7,0,0,0,0,0,0,0,35.0,98,8.0,1,3,0,73
1331,Graduation,In Relationship,48752.0,8,73,57,100.0,71,15,0,5,6.0,1.0,5,9,0,0,0,0,0,0,1,45.0,245,17.0,2,4,1,717
1332,Graduation,In Relationship,71434.0,4,711,36,217.0,172,96,168,3,7.0,4.0,7,4,0,1,0,1,0,0,0,52.0,1228,21.0,1,3,2,441
1333,Graduation,Single,90842.0,57,774,70,118.0,182,187,93,1,4.0,9.0,13,1,0,0,0,0,0,0,0,66.0,1242,27.0,0,1,0,439
1334,Master,In Relationship,88097.0,24,163,0,480.0,0,126,75,1,6.0,5.0,8,9,0,1,1,1,0,0,1,36.0,844,20.0,1,3,4,817
1335,Graduation,In Relationship,51948.0,51,82,33,54.0,71,30,41,2,5.0,2.0,4,5,0,0,0,0,0,0,0,39.0,240,13.0,1,3,0,395
1336,Graduation,In Relationship,71853.0,29,358,108,413.0,141,97,32,1,2.0,8.0,6,1,0,0,0,0,0,0,0,32.0,1008,17.0,0,2,0,460
1337,Master,In Relationship,35876.0,13,66,2,40.0,4,3,14,1,3.0,1.0,3,6,0,0,0,0,0,0,0,31.0,125,8.0,0,2,0,218
1338,Graduation,Single,40049.0,23,13,6,7.0,0,3,3,1,1.0,0.0,3,6,0,0,0,0,0,0,0,62.0,32,5.0,1,2,0,394
1339,Graduation,Single,39660.0,36,139,13,78.0,20,13,36,3,7.0,1.0,3,9,0,0,0,0,0,0,1,32.0,279,14.0,1,2,1,815
1340,Graduation,In Relationship,50127.0,88,274,0,21.0,4,6,15,1,5.0,1.0,6,6,0,1,0,0,0,0,0,52.0,316,13.0,1,3,1,104
1341,Master,In Relationship,43263.0,2,262,6,61.0,0,10,102,3,5.0,2.0,6,5,0,0,0,0,0,0,0,37.0,441,16.0,1,3,0,744
1342,Master,In Relationship,62845.0,3,1099,0,45.0,0,0,34,11,3.0,4.0,10,8,0,1,0,0,0,0,1,65.0,1178,28.0,2,4,2,1059
1343,Graduation,In Relationship,18929.0,15,32,0,8.0,23,4,18,1,1.0,0.0,4,6,0,0,0,0,0,0,0,24.0,62,6.0,0,2,0,644
1344,Basic,Single,24367.0,58,2,4,2.0,0,11,5,1,1.0,0.0,2,9,0,0,0,0,0,0,0,32.0,24,4.0,1,2,0,569
1345,Graduation,Single,33249.0,11,6,10,21.0,19,14,42,2,2.0,1.0,3,6,0,0,0,0,0,0,0,39.0,93,8.0,1,2,0,644
1346,2n Cycle,In Relationship,26887.0,27,6,7,4.0,3,4,6,1,1.0,0.0,3,6,0,0,0,0,0,0,0,55.0,27,5.0,1,3,0,404
1347,PhD,In Relationship,50150.0,32,135,46,92.0,65,61,11,2,5.0,2.0,7,5,0,0,0,0,0,0,0,31.0,345,16.0,0,2,0,503
1348,Graduation,In Relationship,62061.0,12,641,7,84.0,0,30,38,3,10.0,4.0,7,6,0,1,0,0,0,0,0,38.0,800,24.0,1,3,1,451
1349,PhD,Single,85696.0,88,714,76,395.0,116,0,12,1,4.0,6.0,9,1,0,0,0,0,0,0,1,52.0,1197,20.0,0,1,1,554
1350,PhD,In Relationship,76542.0,91,794,73,573.0,0,29,14,1,4.0,8.0,10,2,0,0,0,0,0,0,0,58.0,1483,23.0,0,2,0,526
1351,Graduation,Single,70515.0,12,420,0,452.0,182,64,140,1,6.0,6.0,4,2,0,0,0,0,0,0,1,21.0,1076,17.0,0,1,1,400
1352,Graduation,In Relationship,18227.0,21,1,2,7.0,4,3,11,1,0.0,1.0,2,8,0,0,0,0,0,0,0,27.0,24,4.0,1,3,0,827
1353,Graduation,In Relationship,69139.0,23,86,12,75.0,33,15,6,1,4.0,1.0,5,4,0,0,0,0,0,0,0,49.0,194,11.0,1,3,0,291
1354,Graduation,In Relationship,69109.0,10,823,25,459.0,124,29,95,1,6.0,6.0,7,4,0,0,1,0,0,0,1,32.0,1431,20.0,0,2,2,807
1355,Graduation,Single,69627.0,35,231,161,215.0,171,30,53,2,8.0,2.0,11,5,0,0,0,0,0,0,0,52.0,690,23.0,1,2,0,595
1356,Graduation,In Relationship,38136.0,69,8,15,27.0,0,20,33,2,3.0,1.0,2,8,1,0,0,0,0,0,0,36.0,103,8.0,1,3,1,525
1357,PhD,Single,62159.0,68,182,17,259.0,77,70,29,1,6.0,2.0,10,4,0,0,0,0,0,0,0,68.0,557,19.0,0,1,0,155
1358,Graduation,Single,80695.0,85,557,129,984.0,193,37,18,1,5.0,8.0,5,2,0,0,0,0,0,0,0,51.0,1725,19.0,0,1,0,258
1359,Master,Single,33316.0,34,79,1,31.0,4,4,12,3,2.0,1.0,4,6,0,0,0,0,0,0,0,43.0,127,10.0,2,3,0,572
1360,Graduation,In Relationship,58554.0,55,368,24,68.0,38,0,88,6,8.0,2.0,6,7,0,0,0,0,0,0,0,46.0,548,22.0,2,4,0,747
1361,Basic,In Relationship,17256.0,10,6,4,14.0,8,8,22,2,2.0,1.0,2,8,1,0,0,0,0,0,0,22.0,54,7.0,1,3,1,369
1362,Graduation,Single,53034.0,30,160,15,196.0,15,11,50,8,6.0,1.0,7,8,0,0,0,0,0,0,0,40.0,432,22.0,2,3,0,526
1363,2n Cycle,In Relationship,52203.0,36,488,21,238.0,56,108,28,1,8.0,7.0,11,6,0,0,0,0,0,0,0,64.0,883,27.0,0,2,0,823
1364,2n Cycle,Single,59601.0,14,691,7,69.0,0,7,23,4,2.0,2.0,7,8,0,1,0,0,0,0,0,37.0,797,15.0,1,2,1,486
1365,Master,Single,75154.0,79,543,10,205.0,160,143,82,1,6.0,3.0,6,3,0,0,0,0,0,0,1,56.0,983,16.0,1,2,1,893
1366,Graduation,Single,47025.0,52,254,7,108.0,20,0,26,3,6.0,3.0,5,6,0,0,0,0,0,0,0,38.0,395,17.0,1,2,0,462
1367,Graduation,In Relationship,37971.0,97,5,4,10.0,2,2,7,1,1.0,0.0,3,8,0,0,0,0,0,0,0,41.0,28,5.0,1,3,0,280
1368,Master,Single,41335.0,24,112,19,21.0,16,14,5,3,4.0,1.0,4,7,0,0,0,0,0,0,0,46.0,171,12.0,1,2,0,322
1369,Graduation,In Relationship,67267.0,0,134,11,59.0,15,2,30,1,3.0,2.0,5,2,0,0,0,0,0,0,0,56.0,236,11.0,1,3,0,208
1370,Graduation,Single,57338.0,96,143,6,52.0,11,8,17,2,4.0,1.0,5,5,0,0,0,0,0,0,0,39.0,226,12.0,1,2,0,126
1371,2n Cycle,In Relationship,50523.0,89,51,4,24.0,4,7,1,2,2.0,0.0,4,6,0,0,0,0,0,0,0,54.0,87,8.0,2,4,0,258
1372,Master,Single,35791.0,94,27,0,5.0,0,0,3,2,1.0,0.0,3,8,0,0,0,0,0,0,0,49.0,35,6.0,3,4,0,456
1373,PhD,Single,50611.0,98,459,0,24.0,6,0,4,6,4.0,5.0,7,6,0,1,0,0,0,0,0,54.0,487,22.0,1,2,1,873
1374,PhD,In Relationship,56242.0,72,689,8,167.0,11,8,88,5,8.0,4.0,11,6,0,0,0,0,0,0,0,45.0,960,28.0,1,3,0,572
1375,Graduation,Single,48904.0,1,283,10,38.0,0,13,27,4,7.0,2.0,4,8,0,0,0,0,0,0,0,54.0,371,17.0,1,2,0,1028
1376,Graduation,Single,56243.0,26,347,0,35.0,4,3,7,6,4.0,2.0,8,5,0,0,0,0,0,0,0,39.0,392,20.0,3,4,0,316
